Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00    1337/6212        std::vector<int, std::allocator<int> >::~vector() [68]
                0.00    0.00    3985/6212        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [53]
[39]     0.0    0.00    0.00    6212         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [39]
                0.00    0.00    6212/6212        void std::_Destroy<int*>(int*, int*) [38]
-----------------------------------------------
                0.00    0.00     890/6207        std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [93]
                0.00    0.00    1332/6207        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [76]
                0.00    0.00    3985/6207        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [53]
[40]     0.0    0.00    0.00    6207         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [40]
                0.00    0.00    4875/4875        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [45]
-----------------------------------------------
                0.00    0.00     211/5677        std::map<std::pair<std::string, int>, int, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::operator[](std::pair<std::string, int> const&) [126]
                0.00    0.00     359/5677        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::pair<std::string, int> const, int> const&) [130]
                0.00    0.00     654/5677        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::pair<std::string, int> const, int> >, std::pair<std::pair<std::string, int> const, int> const&) [137]
                0.00    0.00    4453/5677        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*, std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*, std::pair<std::string, int> const&) [135]
[41]     0.0    0.00    0.00    5677         std::less<std::pair<std::string, int> >::operator()(std::pair<std::string, int> const&, std::pair<std::string, int> const&) const [41]
                0.00    0.00    5677/5677        bool std::operator< <std::string, int>(std::pair<std::string, int> const&, std::pair<std::string, int> const&) [42]
-----------------------------------------------
                0.00    0.00    5677/5677        std::less<std::pair<std::string, int> >::operator()(std::pair<std::string, int> const&, std::pair<std::string, int> const&) const [41]
[42]     0.0    0.00    0.00    5677         bool std::operator< <std::string, int>(std::pair<std::string, int> const&, std::pair<std::string, int> const&) [42]
                0.00    0.00   10453/10453       bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
-----------------------------------------------
                0.00    0.00       3/4888        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [195]
                0.00    0.00      10/4888        std::vector<std::pair<std::string, int>, std::allocator<std::pair<std::string, int> > >::_M_check_len(unsigned long, char const*) const [167]
                0.00    0.00    4875/4888        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [47]
[43]     0.0    0.00    0.00    4888         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [43]
-----------------------------------------------
                0.00    0.00    4875/4875        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [37]
[44]     0.0    0.00    0.00    4875         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00    4875/4875        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [40]
[45]     0.0    0.00    0.00    4875         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [45]
                0.00    0.00    4875/14625       __gnu_cxx::new_allocator<int>::max_size() const [21]
-----------------------------------------------
                0.00    0.00     890/4875        std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [93]
                0.00    0.00    3985/4875        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [53]
[46]     0.0    0.00    0.00    4875         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [46]
                0.00    0.00    9750/19500       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [18]
-----------------------------------------------
                0.00    0.00     890/4875        std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [93]
                0.00    0.00    3985/4875        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [53]
[47]     0.0    0.00    0.00    4875         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [47]
                0.00    0.00   19500/22612       std::vector<int, std::allocator<int> >::size() const [17]
                0.00    0.00    9750/9750        std::vector<int, std::allocator<int> >::max_size() const [27]
                0.00    0.00    4875/4888        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [43]
-----------------------------------------------
                0.00    0.00     890/4875        std::vector<int, std::allocator<int> >::resize(unsigned long, int) [95]
                0.00    0.00    3985/4875        std::vector<int, std::allocator<int> >::push_back(int const&) [14]
[48]     0.0    0.00    0.00    4875         std::vector<int, std::allocator<int> >::end() [48]
                0.00    0.00    4875/9750        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [26]
-----------------------------------------------
                0.00    0.00     890/4875        std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [93]
                0.00    0.00    3985/4875        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [53]
[49]     0.0    0.00    0.00    4875         std::vector<int, std::allocator<int> >::begin() [49]
                0.00    0.00    4875/9750        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [26]
-----------------------------------------------
                0.00    0.00    4453/4453        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*, std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*, std::pair<std::string, int> const&) [135]
[50]     0.0    0.00    0.00    4453         std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_S_key(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> > const*) [50]
                0.00    0.00    4453/4453        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_S_value(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> > const*) [51]
                0.00    0.00    4453/6479        std::_Select1st<std::pair<std::pair<std::string, int> const, int> >::operator()(std::pair<std::pair<std::string, int> const, int> const&) const [35]
-----------------------------------------------
                0.00    0.00    4453/4453        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_S_key(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> > const*) [50]
[51]     0.0    0.00    0.00    4453         std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_S_value(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> > const*) [51]
-----------------------------------------------
                0.00    0.00     444/4176        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*) [237]
                0.00    0.00    3732/4176        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*, std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*, std::pair<std::string, int> const&) [135]
[52]     0.0    0.00    0.00    4176         std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_S_right(std::_Rb_tree_node_base*) [52]
-----------------------------------------------
                0.00    0.00    3985/3985        std::vector<int, std::allocator<int> >::push_back(int const&) [14]
[53]     0.0    0.00    0.00    3985         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [53]
                0.00    0.00   11955/18184       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
                0.00    0.00    7970/19500       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [18]
                0.00    0.00    7970/9750        int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [33]
                0.00    0.00    3985/4875        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [47]
                0.00    0.00    3985/4875        std::vector<int, std::allocator<int> >::begin() [49]
                0.00    0.00    3985/4875        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [46]
                0.00    0.00    3985/6207        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [40]
                0.00    0.00    3985/93372       void __gnu_cxx::__alloc_traits<std::allocator<int> >::construct<int>(std::allocator<int>&, int*, int const&) [13]
                0.00    0.00    3985/6212        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [39]
                0.00    0.00    3985/6212        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00     888/2731        make_graph(int&) [213]
                0.00    0.00     888/2731        std::pair<std::pair<std::string, int> const, int>::~pair() [106]
                0.00    0.00     955/2731        void std::_Destroy<std::pair<std::string, int> >(std::pair<std::string, int>*) [91]
[54]     0.0    0.00    0.00    2731         std::pair<std::string, int>::~pair() [54]
-----------------------------------------------
                0.00    0.00    1332/2664        std::vector<int, std::allocator<int> >::begin() const [73]
                0.00    0.00    1332/2664        std::vector<int, std::allocator<int> >::end() const [72]
[55]     0.0    0.00    0.00    2664         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [55]
-----------------------------------------------
                0.00    0.00    2664/2664        std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [58]
[56]     0.0    0.00    0.00    2664         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [56]
-----------------------------------------------
                0.00    0.00    2664/2664        std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [60]
[57]     0.0    0.00    0.00    2664         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [57]
-----------------------------------------------
                0.00    0.00    2664/2664        std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [61]
[58]     0.0    0.00    0.00    2664         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [58]
                0.00    0.00    2664/2664        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [56]
-----------------------------------------------
                0.00    0.00    1332/2664        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [177]
                0.00    0.00    1332/2664        void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [203]
[59]     0.0    0.00    0.00    2664         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [59]
-----------------------------------------------
                0.00    0.00    2664/2664        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [85]
[60]     0.0    0.00    0.00    2664         std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [60]
                0.00    0.00    2664/2664        std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [57]
-----------------------------------------------
                0.00    0.00    2664/2664        int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [82]
[61]     0.0    0.00    0.00    2664         std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [61]
                0.00    0.00    2664/2664        std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [58]
-----------------------------------------------
                0.00    0.00     444/1843        std::pair<std::pair<std::string, int> const, int>::pair(std::pair<std::string, int> const&, int const&) [128]
                0.00    0.00     444/1843        __gnu_cxx::new_allocator<std::pair<std::string, int> >::construct(std::pair<std::string, int>*, std::pair<std::string, int> const&) [119]
                0.00    0.00     444/1843        std::pair<std::pair<std::string, int> const, int>::pair(std::pair<std::pair<std::string, int> const, int> const&) [127]
                0.00    0.00     511/1843        void std::_Construct<std::pair<std::string, int>, std::pair<std::string, int> >(std::pair<std::string, int>*, std::pair<std::string, int> const&) [111]
[62]     0.0    0.00    0.00    1843         std::pair<std::string, int>::pair(std::pair<std::string, int> const&) [62]
-----------------------------------------------
                0.00    0.00     511/1466        std::pair<std::string, int>* std::__uninitialized_copy<false>::__uninit_copy<std::pair<std::string, int>*, std::pair<std::string, int>*>(std::pair<std::string, int>*, std::pair<std::string, int>*, std::pair<std::string, int>*) [153]
                0.00    0.00     955/1466        void std::_Destroy_aux<false>::__destroy<std::pair<std::string, int>*>(std::pair<std::string, int>*, std::pair<std::string, int>*) [160]
[63]     0.0    0.00    0.00    1466         std::pair<std::string, int>* std::__addressof<std::pair<std::string, int> >(std::pair<std::string, int>&) [63]
-----------------------------------------------
                0.00    0.00    1337/1337        std::allocator<int>::~allocator() [65]
[64]     0.0    0.00    0.00    1337         __gnu_cxx::new_allocator<int>::~new_allocator() [64]
-----------------------------------------------
                0.00    0.00    1337/1337        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [66]
[65]     0.0    0.00    0.00    1337         std::allocator<int>::~allocator() [65]
                0.00    0.00    1337/1337        __gnu_cxx::new_allocator<int>::~new_allocator() [64]
-----------------------------------------------
                0.00    0.00    1337/1337        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [67]
[66]     0.0    0.00    0.00    1337         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [66]
                0.00    0.00    1337/1337        std::allocator<int>::~allocator() [65]
-----------------------------------------------
                0.00    0.00    1337/1337        std::vector<int, std::allocator<int> >::~vector() [68]
[67]     0.0    0.00    0.00    1337         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [67]
                0.00    0.00    1337/6212        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [37]
                0.00    0.00    1337/1337        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [66]
-----------------------------------------------
                0.00    0.00       1/1335        make_graph(int&) [213]
                0.00    0.00       2/1335        floydWarshall(int) [214]
                0.00    0.00    1332/1335        void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [86]
[68]     0.0    0.00    0.00    1335         std::vector<int, std::allocator<int> >::~vector() [68]
                0.00    0.00    1337/18184       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
                0.00    0.00    1337/6212        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [39]
                0.00    0.00    1337/1337        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [67]
-----------------------------------------------
                0.00    0.00       1/1334        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_M_insert_unique(std::pair<std::pair<std::string, int> const, int> const&) [235]
                0.00    0.00       1/1334        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::begin() [236]
                0.00    0.00     444/1334        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::end() [138]
                0.00    0.00     444/1334        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*, std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*, std::pair<std::string, int> const&) [135]
                0.00    0.00     444/1334        std::_Rb_tree<std::pair<std::string, int>, std::pair<std::pair<std::string, int> const, int>, std::_Select1st<std::pair<std::pair<std::string, int> const, int> >, std::less<std::pair<std::string, int> >, std::allocator<std::pair<std::pair<std::string, int> const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::pair<std::string, int> const, int> const&) [130]
[69]     0.0    0.00    0.00    1334         std::_Rb_tree_iterator<std::pair<std::pair<std::string, int> const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::pair<std::string, int> const, int> >*) [69]
-----------------------------------------------
                0.00    0.00    1332/1332        std::allocator<int>::allocator(std::allocator<int> const&) [74]
[70]     0.0    0.00    0.00    1332         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [70]
-----------------------------------------------
                0.00    0.00    1332/1332        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [79]
[71]     0.0    0.00    0.00    1332         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [71]
-----------------------------------------------
                0.00    0.00    1332/1332        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [79]
[72]     0.0    0.00    0.00    1332         std::vector<int, std::allocator<int> >::end() const [72]
                0.00    0.00    1332/2664        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [55]
-----------------------------------------------
                0.00    0.00    1332/1332        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [79]
[73]     0.0    0.00    0.00    1332         std::vector<int, std::allocator<int> >::begin() const [73]
                0.00    0.00    1332/2664        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [55]
-----------------------------------------------
                0.00    0.00    1332/1332        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [75]
[74]     0.0    0.00    0.00    1332         std::allocator<int>::allocator(std::allocator<int> const&) [74]
                0.00    0.00    1332/1332        __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [70]
-----------------------------------------------
                0.00    0.00    1332/1332        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [77]
[75]     0.0    0.00    0.00    1332         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [75]
                0.00    0.00    1332/1332        std::allocator<int>::allocator(std::allocator<int> const&) [74]
-----------------------------------------------
                0.00    0.00    1332/1332        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [77]
[76]     0.0    0.00    0.00    1332         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [76]
                0.00    0.00    1332/6207        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [40]
-----------------------------------------------
                0.00    0.00    1332/1332        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [79]
[77]     0.0    0.00    0.00    1332         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [77]
                0.00    0.00    1332/1332        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [75]
                0.00    0.00    1332/1332        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [76]
-----------------------------------------------
                0.00    0.00    1332/1332        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [83]
[78]     0.0    0.00    0.00    1332         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [78]
                0.00    0.00    1332/1332        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [85]
-----------------------------------------------
                0.00    0.00    1332/1332        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [80]
[79]     0.0    0.00    0.00    1332         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [79]
                0.00    0.00    1332/1332        __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [71]
                0.00    0.00    1332/11082       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [22]
                0.00    0.00    1332/22612       std::vector<int, std::allocator<int> >::size() const [17]
                0.00    0.00    1332/1332        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [77]
                0.00    0.00    1332/18184       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
                0.00    0.00    1332/1332        std::vector<int, std::allocator<int> >::begin() const [73]
                0.00    0.00    1332/1332        std::vector<int, std::allocator<int> >::end() const [72]
                0.00    0.00    1332/1332        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [84]
-----------------------------------------------
                0.00    0.00    1332/1332        void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [203]
[80]     0.0    0.00    0.00    1332         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [80]
                0.00    0.00    1332/96103       operator new(unsigned long, void*) [11]
                0.00    0.00    1332/1332        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [79]
